WKT,id,id_linea,provinicia,departamen,localidad
"MULTILINESTRING ((-58.7749470402094 -27.4279787406933,-58.7751217980856 -27.428363208021,-58.7753140317494 -27.4286602964105,-58.775104322298 -27.4289748605876,-58.7750868465103 -27.4293942794905,-58.7754363622627 -27.4299010773315,-58.7756285959266 -27.4302156415086,-58.7760480148294 -27.4304952541106,-58.7764499579447 -27.4307573909248,-58.7771315136618 -27.4308272940753,-58.7773237473257 -27.4310020519515,-58.7779353998924 -27.4313690434915,-58.7783722945828 -27.4317360350315,-58.7791587050257 -27.431805938182,-58.7794033660524 -27.4328544854392,-58.7795781239286 -27.4334661380059,-58.780434437522 -27.4345496368383,-58.7806354090796 -27.4351438136174,-58.7807577395929 -27.4353884746441,-58.7810985174515 -27.4357816798655,-58.7813781300534 -27.4360962440427,-58.7819286173635 -27.436769061866,-58.782452890992 -27.4374680933708,-58.7833616319483 -27.4380535322561,-58.7844101792054 -27.4387176121856,-58.785074259135 -27.4388923700618,-58.7859830000912 -27.4388923700618,-58.7862451369055 -27.4392593616018,-58.7866645558084 -27.4397661594428,-58.7871364020741 -27.4407448035495,-58.7873985388884 -27.4415836413552,-58.787783006216 -27.4429991801524,-58.7880101914551 -27.4446419041887,-58.7882024251189 -27.4457079272335,-58.7879577640922 -27.446005015623,-58.7882373766942 -27.4466516197649,-58.7883247556323 -27.4472283207564,-58.7880800946056 -27.4482943438012,-58.7882723282694 -27.4490283268812,-58.7889364081989 -27.4491856089698,-58.7893907786771 -27.4494127942089,-58.7901946649076 -27.4505661961918,-58.7909810753504 -27.4513875582099,-58.7908762206247 -27.4515797918737,-58.7903868985714 -27.451841928688,-58.7901946649076 -27.452348726529,-58.7908936964123 -27.4531351369718,-58.7913480668905 -27.453816692689,-58.7922917594219 -27.4552497072738,-58.794126717122 -27.4564205850443,-58.7945810876001 -27.4569448586729,-58.7961364326983 -27.4581244743373,-58.7981145968465 -27.4588999874372,-58.7987993360039 -27.4591716194996,-58.7989804240455 -27.4592678225218,-58.7991558530858 -27.4592282095127,-58.7999028412576 -27.4589113054398,-58.8006385114267 -27.4590358034684,-58.8013798405971 -27.4593866615491,-58.8022180067899 -27.4601866172764,-58.8021830552147 -27.4609730277193,-58.80331898141 -27.4610429308698,-58.8050665601719 -27.4606934151174,-58.8083520082444 -27.4611827371707,-58.8092531108544 -27.4608412142902,-58.8091714694239 -27.460574024154,-58.8092753766991 -27.4604738278529,-58.8095462778094 -27.4605925790246,-58.8096568451151 -27.4607907237175,-58.8096227654387 -27.4609668020455,-58.8096852448454 -27.4610898675436,-58.809848069966 -27.4610690410747,-58.8099105493727 -27.4609289357384,-58.8101715591183 -27.4609357025294,-58.8105020607831 -27.4609189682679,-58.8104978772177 -27.4610570259253,-58.8106986883558 -27.4610361080984,-58.810690321225 -27.4611365136675,-58.8110082721937 -27.4611030451445,-58.8114349958621 -27.4610361080984,-58.8118868209228 -27.4608060120027,-58.8126816983444 -27.4606386693876,-58.8147481465132 -27.4591904973821,-58.8152922431395 -27.4586682100952,-58.8155767255851 -27.4584088290418,-58.815752435331 -27.4580992452039,-58.8158528409 -27.4576055844894,-58.8157189668079 -27.4573378363053,-58.8158026381155 -27.4570449867289,-58.8160238790095 -27.4567613629029,-58.816497109968 -27.4568358084601,-58.8170374746914 -27.4566739839648,-58.8181209735238 -27.4564293229381,-58.8182646663398 -27.4563086792226,-58.8186621050505 -27.4563379641803,-58.8190428094998 -27.4562752106996,-58.8194235139491 -27.4563337806149,-58.8199129910982 -27.4561287859114,-58.8203355312013 -27.4559614432964,-58.8204317532049 -27.4557815499852,-58.8205781779931 -27.4556936951122,-58.8206869506929 -27.4557187965045,-58.8206827671276 -27.4558317527697,-58.8206374869411 -27.4560972829734,-58.8208961289618 -27.4562040900882,-58.8210569058439 -27.4561846619115,-58.8212491395078 -27.4559400008848,-58.8215811794725 -27.4559225250972,-58.8221753562516 -27.4560099040353,-58.8231190487831 -27.4565516534515,-58.8242899265536 -27.4569710723544,-58.8245379226223 -27.4569152962023,-58.8248328639813 -27.4570428949463,-58.8247617433699 -27.4573022759996,-58.8248809749832 -27.4573482952188,-58.8249541873773 -27.4572750828247,-58.8250943368174 -27.4572792663901,-58.8252161432974 -27.4573205881068,-58.8253955535245 -27.4573922226552,-58.8254290220475 -27.4574570679186,-58.825694678449 -27.4574863528762,-58.8266666336699 -27.4577924343725,-58.8267238355317 -27.457883791587,-58.8271693852443 -27.4578607819774,-58.8276278019889 -27.4577050554344,-58.8277613597451 -27.4578147627583,-58.8279747215793 -27.4579151683273,-58.8283909863343 -27.4579298108061,-58.8288971977449 -27.4578482312813,-58.8290478060985 -27.457816854541,-58.8291656712995 -27.457862337523,-58.8293427474575 -27.4579821053734,-58.8293657570671 -27.4582163850345,-58.8299520817424 -27.4584914658773,-58.8304430251516 -27.4584422975648,-58.8306161616719 -27.4585264174525,-58.8308049035567 -27.4584506646956,-58.8309345940834 -27.458488316784,-58.8308760241681 -27.4586096401799,-58.8309638790411 -27.4586410169202,-58.8310308160871 -27.4586954032701,-58.8313850963272 -27.4590332152935,-58.8313090231846 -27.459615787653,-58.8307442418588 -27.4601973032404,-58.8310119900429 -27.4603018923748,-58.8320369635602 -27.459293653119,-58.8323549145288 -27.4594860971263,-58.8322545089598 -27.4597538453104,-58.8325055228824 -27.4597789467027,-58.8328485752433 -27.4593438559035,-58.8333087674348 -27.459226716073,-58.8339028337183 -27.4594526286033,-58.8338142308063 -27.4599594320373,-58.834421595825 -27.4602893416787,-58.8350909662853 -27.4604734185552,-58.8363307442235 -27.4607283666926,-58.837308255935 -27.4608583065699,-58.8385594882516 -27.4606203355189,-58.8386490886383 -27.4612557452807,-58.8388164312533 -27.4611469725809,-58.8389754067377 -27.4610842191003,-58.8391050972644 -27.4612264603231,-58.8394774345829 -27.4612933973691,-58.8398497719014 -27.4613436001536,-58.8402388434815 -27.4612975809345,-58.8404061860965 -27.4613226823268,-58.8407521184913 -27.4611652613831,-58.8408220216418 -27.4609905035069,-58.8407555138055 -27.4607327996086,-58.8408245426342 -27.4606240269088,-58.8409618279428 -27.4606060361793,-58.8410337209031 -27.4606114762127,-58.8411341264721 -27.4607244324779,-58.8412938679075 -27.4609730277193,-58.8414646281369 -27.4611846246693,-58.8416026857943 -27.4612599288461,-58.84183278189 -27.4612766631076,-58.8422200846514 -27.4614798255602,-58.843338535059 -27.4621439054898,-58.8437929055371 -27.4620215749765,-58.8439589255195 -27.4620827402331,-58.8441162076081 -27.4624322559855,-58.8444328677717 -27.4630546783928,-58.8446173388315 -27.4631653923677,-58.845421225062 -27.4635061702262,-58.8462359844491 -27.4638997585989,-58.846650196813 -27.4641274073846,-58.8470870915035 -27.4641623589599,-58.8475370732813 -27.4645440276669,-58.8482064437416 -27.464744838805,-58.8483194000068 -27.4649289156816,-58.8485453125371 -27.4650418719467,-58.8488005100251 -27.4651506446465,-58.8490306061208 -27.4651924803003,-58.8492941707396 -27.4651422775158,-58.8494196777009 -27.4653305379577,-58.8495702860544 -27.4653974750038,-58.8497627300618 -27.4657698123223,-58.8511589500188 -27.4660060545537,-58.8519977878246 -27.4665652797576,-58.8523822551522 -27.4666002313328,-58.8522561350263 -27.4674892576922,-58.8529778000538 -27.468148169239,-58.8532957510225 -27.4681314349775,-58.8535802334681 -27.4683071447233,-58.8540069571365 -27.4690434522297,-58.85421195184 -27.4692484469331,-58.8543332752359 -27.4693153839792,-58.8544838835895 -27.469302833283,-58.8550385748704 -27.4705148077596,-58.8558853779907 -27.4717502190285,-58.8562451646131 -27.473565886402,-58.8565764441809 -27.4739750137083,-58.8565798498433 -27.4755572635214,-58.8563539373129 -27.4772557910644,-58.8565714827125 -27.4774649693332,-58.8562702660054 -27.4784355565006,-58.8562451646131 -27.478983603565,-58.8562702660054 -27.4792471681837,-58.8563079180938 -27.4794605300179,-58.856454342882 -27.4796236890676,-58.8568559651581 -27.4796404233291,-58.8565414926057 -27.4812798929333,-58.8565414926057 -27.4818041665619,-58.856615410149 -27.48248106422,-58.8563317831543 -27.4837614547753,-58.8563100098765 -27.4843260165512,-58.8560422616924 -27.4843929535972,-58.8559123642514 -27.4848449536078,-58.8562618800038 -27.4853342756611,-58.8563667347295 -27.4863129197678,-58.8561919768533 -27.4872566122993,-58.8563317831543 -27.4880255469545,-58.8557725579504 -27.4890041910612,-58.8547589622685 -27.4906119635223,-58.8538502213123 -27.4919051718061,-58.853815269737 -27.4927090580366,-58.8542696402151 -27.4929537190633,-58.8543045917904 -27.494072169471,-58.8540599307637 -27.4949809104272,-58.8537104150113 -27.4953304261796,-58.8537453665866 -27.4955051840558,-58.8537803181618 -27.4960644092596,-58.8530113835065 -27.4968333439149,-58.8524521583027 -27.4971828596673,-58.8519278846741 -27.4971828596673,-58.8510540952931 -27.4979517943225,-58.848852146053 -27.4993498573321,-58.8475239861939 -27.5005731624655,-58.845776407432 -27.5018314191741,-58.8450773759272 -27.502250838077,-58.8443433928472 -27.5039984168389,-58.8433647487405 -27.5052217219723,-58.842421056209 -27.5063751239552,-58.8417919278547 -27.5074586227876,-58.8406035742965 -27.5082625090181,-58.8402802722256 -27.5077994006462,-58.8395812407208 -27.5074848364691,-58.8390569670922 -27.5075547396195,-58.8378860893217 -27.5082188195491,-58.8363831715864 -27.5090576573548,-58.8351423906654 -27.5103683414263,-58.8347753991254 -27.5115217434092,-58.8344433591606 -27.5126227180292,-58.8341637465587 -27.5139334021007,-58.8362433652854 -27.5140382568264,-58.8353652069575 -27.515759621907,-58.8340719986737 -27.5155149608803,-58.8335826766203 -27.5167382660137,-58.8336525797708 -27.517367394368,-58.8326739356641 -27.5196392467585,-58.8315904368317 -27.5210023581929,-58.8309263569021 -27.5222606149015,-58.8307166474507 -27.523064501132,-58.831345775805 -27.5241479999644,-58.8313108242298 -27.5257557724254,-58.8312409210793 -27.5273984964617,-58.8307865506012 -27.5283771405684,-58.8304370348488 -27.529775203578,-58.830611792725 -27.5327111358981,-58.8308914053269 -27.5350878430143,-58.831485582106 -27.5363810512982,-58.832359371487 -27.5372548406792))","827","10043",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.847996037609 -27.5000744820078,-58.8478522755306 -27.5000401041195,-58.8477194518713 -27.4999486901892,-58.8476819487204 -27.4998486817869,-58.8476663224076 -27.4997846139042,-58.8476428829383 -27.4997307031248,-58.8475881908433 -27.4996892933957,-58.8475272482231 -27.4996775736611,-58.8473147303682 -27.4996713231359,-58.847242849329 -27.4996869494488,-58.847177218815 -27.4997432041751,-58.8471240893513 -27.4998338367897,-58.8470662719937 -27.4998627454685,-58.8470084546361 -27.4998619641529,-58.8469303230718 -27.4998314928428,-58.8469021957086 -27.4997971149545,-58.8468834441332 -27.499778363379,-58.8468568794013 -27.4997642996975,-58.8468209388818 -27.499758830488,-58.8467447606065 -27.4997771914056,-58.8466713169361 -27.4997615650927,-58.8466092023425 -27.4997408602282,-58.8465484550512 -27.4996375312344,-58.8464359455986 -27.4996031533461,-58.8463812535036 -27.4996359686031,-58.8463249987773 -27.4996578454411,-58.8462544850405 -27.4996861681332,-58.8461497887443 -27.4997002318147,-58.8459560224648 -27.4997002318147,-58.8458341372245 -27.4996971065522,-58.8457794451295 -27.4996674165577,-58.8456841246211 -27.4996455397197,-58.845563802012 -27.4996064739376,-58.8455436831342 -27.4995422107259,-58.8454280484191 -27.4994578286365,-58.8453278446878 -27.4994470855464,-58.8452983500223 -27.4994140749605,-58.8452561589776 -27.4993968860163,-58.8451952163574 -27.4993796970722,-58.845187403201 -27.499362508128,-58.8452045921451 -27.4993453191839,-58.8452827237095 -27.4993171918207,-58.8452624095027 -27.4992828139324,-58.8451637684028 -27.4992423808479,-58.8450918873636 -27.4991517482333,-58.8450639553294 -27.4989585679406,-58.8450748937484 -27.4989023132143,-58.8450592674355 -27.4988429332254,-58.8450155137595 -27.4988179311248,-58.8449670721897 -27.4988132432309,-58.844913747397 -27.4987954683,-58.8448199895198 -27.4986985851603,-58.8448106137321 -27.498642330434))","828","10040",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7923700341255 -27.5526358699595,-58.7924590975042 -27.5508546023851,-58.7921473756787 -27.5503424879574,-58.7922141732127 -27.5498081076851,-58.7934610605148 -27.548561220383,-58.7936837189616 -27.5481604351787,-58.7934833263595 -27.5474701939937,-58.7928821485531 -27.5469413801825,-58.7924757968877 -27.5468745826484,-58.7922420055185 -27.5468467503426,-58.7920360464552 -27.5467075888133,-58.7919191507707 -27.5465183291336,-58.7918913184648 -27.5464181328325,-58.7918857520037 -27.5462511389974,-58.7920638787611 -27.5458614867155,-58.7922308725962 -27.5456276953463,-58.792420132276 -27.5455386319676,-58.7926093919558 -27.5454328692054,-58.7930380094659 -27.5453605052102,-58.7933998294419 -27.5453382393655,-58.7942013998504 -27.5446813969474,-58.7943015961515 -27.5444364726559,-58.7941568681611 -27.5440802191411,-58.7938340134132 -27.5437573643932,-58.7938228804909 -27.5428333318389,-58.7940678047823 -27.5419315651294,-58.7940344060153 -27.5415419128475,-58.793500025743 -27.5408739375071,-58.793566823277 -27.5406178802932,-58.7938451463355 -27.5404286206135,-58.7937449500344 -27.5394934551369,-58.7949027739578 -27.5378680484752,-58.7947691788898 -27.5372668706688,-58.7950141031812 -27.5366211611731,-58.7945465204429 -27.5338824622774,-58.7946578496664 -27.5333480820051,-58.7963055221727 -27.5322904543827,-58.7968955670567 -27.5313998205955,-58.7969066999791 -27.5295851542541,-58.7971293584259 -27.5284495961754,-58.7978307325333 -27.5276368928445,-58.7974633460961 -27.526735126135,-58.7973520168727 -27.5265013347658,-58.7975746753195 -27.5249538585605,-58.7971516242705 -27.5241745539967,-58.7969957633578 -27.5230835276074,-58.7966840415323 -27.522482349801,-58.7969400987461 -27.5222485584318,-58.7969066999791 -27.5220147670627,-58.7960605978812 -27.5207233480712,-58.7949139068802 -27.5201778348766,-58.7941346023164 -27.5196211887596,-58.7940121401706 -27.519276068167,-58.7937672158791 -27.5185969599042,-58.7937894817238 -27.5180625796319,-58.7933886965195 -27.5174502689032,-58.7932551014515 -27.5171385470777,-58.7929545125483 -27.5171274141553,-58.7924089993536 -27.5172498763011,-58.7919859483047 -27.51714968,-58.7916630935568 -27.5172387433787,-58.7893569312942 -27.5170100845581,-58.7891256618639 -27.5169288277312,-58.7889193945341 -27.516791316178,-58.7888256366569 -27.5166725562003,-58.7886943756289 -27.5165912993734,-58.7884756072488 -27.5164162846693,-58.7883693483214 -27.5162912741664,-58.7881943336173 -27.5160100005349,-58.7879943168127 -27.515753729004,-58.7879005589355 -27.515622467976,-58.7878443042092 -27.5155662132497,-58.7878193021087 -27.515366196445,-58.7878630557847 -27.5149724133609,-58.7878443042092 -27.5144911229248,-58.7878177394774 -27.5143692376845,-58.7877146058125 -27.5141145287848,-58.7876208479353 -27.5139457646059,-58.787520839533 -27.5138145035779,-58.7873645764044 -27.5136269878236,-58.7872270648512 -27.5134394720692,-58.7869457912197 -27.5131394468623,-58.7867020207391 -27.5128519227056,-58.7864082460573 -27.5124643901467,-58.7860582166492 -27.5119705986603,-58.7857144377662 -27.511570565051,-58.7854956693862 -27.5113267945704,-58.7854519157102 -27.5112752277379,-58.7853706588833 -27.5112095972239,-58.7851456399781 -27.5111095888216,-58.7849956273746 -27.5111033382964,-58.7846768505922 -27.5110720856707,-58.7844330801116 -27.5110658351456,-58.7841643075304 -27.5110720856707,-58.7838830338989 -27.5110720856707,-58.7837298960328 -27.511062709883,-58.7836330128931 -27.5110205188383,-58.7835298792282 -27.5109392620114,-58.7832548561219 -27.5107798736202,-58.7830110856412 -27.5106048589162,-58.7827329372723 -27.5103704642232,-58.7825329204677 -27.5102423284578,-58.7822735236742 -27.5101923242566,-58.7820047510929 -27.5102110758321,-58.7818047342883 -27.5102392031952,-58.7814140764668 -27.5102485789829,-58.7807015166003 -27.5102798316086,-58.7800014577841 -27.5103298358098,-58.7793951568451 -27.5103298358098,-58.7791013821633 -27.5103673389607,-58.7787826053809 -27.5102423284578,-58.7753660412483 -27.5078123165543))","829","10041",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7999626331796 -27.50039792021,-58.7997988469839 -27.5006272208839,-58.7996186821687 -27.5008401429383))","830","10044",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-60.5064910063318 -31.7191265712869,-60.5063657199565 -31.7188158610762,-60.5062278396643 -31.7185899037089,-60.5061295115413 -31.7184660872163,-60.5060869233522 -31.7183507442041,-60.5059893254189 -31.7182744403653,-60.5059059235485 -31.7182158816053,-60.5058452461965 -31.7180997684712,-60.5058263114256 -31.718005094617,-60.5058187375173 -31.7177968121378,-60.5057488948987 -31.7172808383328,-60.5057285341414 -31.7167839480361))","844","79930",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.5057285341414 -31.7167839480361,-60.5061352754148 -31.7159956945946,-60.5061168604674 -31.7155752199606,-60.5060094399404 -31.7153327564856))","845","79929",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.5405336756768 -31.7382277335399,-60.5405062415499 -31.7381166906455,-60.5404709691011 -31.7379560050453,-60.5404539860702 -31.7377744172533,-60.5403651517547 -31.737635940232))","846","108840",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.4359888409295 -31.7607967925311,-60.436849498276 -31.7612032976062,-60.4371759018736 -31.7612965557769,-60.4376488540251 -31.7614231204372,-60.438241709539 -31.7615496850974,-60.4386913471478 -31.7618261289606,-60.4394873722479 -31.7620259678979,-60.4402634134543 -31.762169185803))","847","96644",Entre Ríos,Paraná,Colonia Avellaneda
"MULTILINESTRING ((-60.5052517720874 -31.7263547493244,-60.5054376665464 -31.7265778226752,-60.5054004876546 -31.7268646312692,-60.5054479507229 -31.7269530496758,-60.5054443548708 -31.7271220547253,-60.5054642228977 -31.7272735990791,-60.5053796295327 -31.7274169145987,-60.5052537747087 -31.7274348938593,-60.5051746659622 -31.7276003030566,-60.5051349241417 -31.7278578388076,-60.5052305270063 -31.7282083826447,-60.5052075389984 -31.7287054278667,-60.5052566240764 -31.7290981084907,-60.5054111101951 -31.7292706366965))","848","85437",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-58.0164062976837 -31.3733795379406,-58.0165323615074 -31.3726092189873))","849","141542",Entre Ríos,Concordia,Concordia
"MULTILINESTRING ((-58.0830819056801 -31.3516532347554,-58.0848774439349 -31.3508600353275,-58.0868668187059 -31.349977569083,-58.0874457777739 -31.3496460066211))","850","140333",Entre Ríos,Concordia,Concordia
"MULTILINESTRING ((-59.3280009910596 -33.1624052813133,-59.3263520682598 -33.1620854650524,-59.3249814271416 -33.1619110198192,-59.3237561570511 -33.1617573418756,-59.323133138361 -33.1618113368288,-59.3226264164931 -33.1619068663613))","851","108709",Entre Ríos,Gualeguay,Gualeguay
"MULTILINESTRING ((-59.2950474002259 -33.1316649096117,-59.2949196172766 -33.1317175261202,-59.2947974718103 -33.1318246382983,-59.2945757308101 -33.1320351043325,-59.2919768359098 -33.1350285368741))","852","108051",Entre Ríos,Gualeguay,Gualeguay
"MULTILINESTRING ((-58.505820146387 -33.0017495049055,-58.5037473768602 -33.000986100256))","853","99538",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTILINESTRING ((-58.2199266180396 -32.4754395206909,-58.2202323898673 -32.4797802568467))","854","119957",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTILINESTRING ((-59.1529300990387 -32.2939969415614,-59.1510990398686 -32.2932054977919,-59.1498195083485 -32.2928143456692,-59.1468812897801 -32.2918372703839))","856","107743",Entre Ríos,Tala,Rosario Del Tala
"MULTILINESTRING ((-59.1551670567569 -32.2934827012073,-59.1542980082976 -32.2940758612668,-59.1535944928783 -32.2943103664066,-59.1533972443358 -32.2943197655471,-59.1532871043877 -32.2942665945377,-59.1532035499443 -32.2941982318113,-59.1530934099962 -32.2940956877217,-59.1529300990387 -32.2939969415614))","857","107742",Entre Ríos,Tala,Rosario Del Tala
"MULTILINESTRING ((-59.1430244841605 -32.291983779895,-59.1418449890712 -32.2918782965943,-59.1406750833728 -32.2914755421735))","858","107863",Entre Ríos,Tala,Rosario Del Tala
"MULTILINESTRING ((-58.2643600525875 -32.4889897765077,-58.2641552111987 -32.4893189834897,-58.2638869116242 -32.4895356616575,-58.2638180242985 -32.49018461259,-58.2636043781116 -32.4910451319539))","859","93898",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTILINESTRING ((-58.2630267421248 -32.4924773526883,-58.2631993824641 -32.4942413792793,-58.2628703866194 -32.4957738072927))","860","93896",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTILINESTRING ((-58.2636043781116 -32.4910451319539,-58.2632166498465 -32.4915119884364,-58.2630267421248 -32.4924773526883))","861","93897",Entre Ríos,Uruguay,Concepción Del Uruguay
"MULTILINESTRING ((-59.330685161928 -33.1663877488108,-59.3306176785211 -33.1665452100937,-59.3306476711464 -33.1667139186111,-59.330685161928 -33.1668301400342,-59.3307713907258 -33.1669201179101,-59.3309404787045 -33.1669956838438,-59.3322733927867 -33.167030099029,-59.3372008065905 -33.1670372298739))","862","108663",Entre Ríos,Gualeguay,Gualeguay
"MULTILINESTRING ((-59.6542708884631 -30.7478893004138,-59.6554805140045 -30.7491138596038))","863","132371",Entre Ríos,La Paz,La Paz
"MULTILINESTRING ((-59.6542708884631 -30.7478893004138,-59.6535503399153 -30.7465639390953))","864","132858",Entre Ríos,La Paz,La Paz
"MULTILINESTRING ((-59.6296237763722 -30.744376319013,-59.6293051918676 -30.7446710096798,-59.629090147327 -30.7447108327429,-59.6290065188945 -30.7446630450672,-59.6287118282277 -30.7448741073015,-59.6283454560473 -30.7451010987611,-59.6279591723354 -30.7455232232298,-59.6277441277948 -30.7458019846713,-59.6273936848397 -30.7456825154821,-59.6271467818486 -30.7455072940045,-59.6270910295603 -30.745435612491,-59.627126870317 -30.7452922494639,-59.6274414725154 -30.7451050810674,-59.62750120711 -30.7448980011394,-59.6273994383695 -30.7447674299252,-59.6267557346415 -30.7444874396774,-59.6264881884218 -30.743864503915,-59.6266359141809 -30.7435555027622,-59.6265160937204 -30.7433691153791,-59.6263163929529 -30.7432492949186,-59.6258637378797 -30.7432226681496,-59.6256906638812 -30.742996340613,-59.6256507237277 -30.7425569989244,-59.6253977694221 -30.7424771186174,-59.6250383080405 -30.7426368792314,-59.6246522198899 -30.742996340613,-59.6239097971964 -30.7430940022097,-59.6236404026676 -30.7430096539975,-59.6234080706914 -30.7427740196602))","865","132745",Entre Ríos,La Paz,La Paz
"MULTILINESTRING ((-59.6535503399153 -30.7465639390953,-59.6511796231906 -30.7423713172341,-59.6506039854851 -30.7414035008897,-59.6490519431052 -30.7394122012325,-59.6474120492698 -30.7377430235786))","866","132851",Entre Ríos,La Paz,La Paz
"MULTILINESTRING ((-58.506729863584 -32.9941103682545,-58.5062041506171 -32.994394103632))","867","7653",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTILINESTRING ((-58.5050799697637 -32.9945735116557,-58.5054658725858 -32.9944326285832))","868","7660",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTILINESTRING ((-58.5048932209611 -32.9946800877227,-58.5050799697637 -32.9945735116557))","869","7659",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTILINESTRING ((-58.5047671571374 -32.9948294064814,-58.5048932209611 -32.9946800877227))","870","7658",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTILINESTRING ((-58.5048265010118 -32.9949444183098,-58.5047671571374 -32.9948294064814))","871","7657",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTILINESTRING ((-58.5051782056689 -32.9949025191525,-58.5048265010118 -32.9949444183098))","872","7656",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTILINESTRING ((-58.5054658725858 -32.9944326285832,-58.5062611475587 -32.9939717340861))","873","7661",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTILINESTRING ((-58.5058172419667 -32.9946176605961,-58.5051782056689 -32.9949025191525))","874","7655",Entre Ríos,Gualeguaychú,Gualeguaychú
"MULTILINESTRING ((-60.6469916043242 -32.0698233446781,-60.6472321910553 -32.0699679526601,-60.6474958126862 -32.0700101833097,-60.6479739846311 -32.0701704759643,-60.6482726751518 -32.0701268073785,-60.6485401592002 -32.0701357235135,-60.6488700561933 -32.069970775017,-60.6493203210081 -32.069970775017,-60.6499399923869 -32.0698771556,-60.6502342248402 -32.0699529427471,-60.6504615862813 -32.0700911428387))","875","10400",Entre Ríos,Diamante,Diamante
"MULTILINESTRING ((-59.7968737408519 -30.9458497865839,-59.7967778518796 -30.9456338356861))","876","10609",Entre Ríos,La Paz,Santa Elena
"MULTILINESTRING ((-59.7971459850669 -30.9463429349404,-59.7970951594544 -30.9462701188063,-59.7971251227139 -30.946215186164,-59.797117631899 -30.9461627504599,-59.7970492938192 -30.946073266434))","877","10607",Entre Ríos,La Paz,Santa Elena
"MULTILINESTRING ((-59.7970492938192 -30.946073266434,-59.7968737408519 -30.9458497865839))","878","10608",Entre Ríos,La Paz,Santa Elena
"MULTILINESTRING ((-60.5621250634524 -31.7461480269817,-60.5605797144192 -31.746033324807,-60.5598836716909 -31.7459419252569,-60.5596586881827 -31.7459981711339,-60.5588923381081 -31.7460755092148,-60.5587095390077 -31.7462020624382))","879","2730",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-59.6382212367288 -30.7321113563933,-59.6375745584636 -30.7321510736345,-59.6371881306431 -30.7323646258512,-59.6370762699582 -30.7328222377439,-59.6378186181398 -30.7337171232231,-59.638245722573 -30.7341950734222,-59.6382863991857 -30.7346120087022,-59.6382355534198 -30.7350086056759,-59.6379406479778 -30.7353746951901,-59.637533881851 -30.7355475707941,-59.637361006247 -30.735720446398,-59.6372898221748 -30.7359645060741,-59.6373813445534 -30.7364119488137,-59.6377169266081 -30.7370424363104,-59.6380969987079 -30.7377386501228,-59.6382152151135 -30.7382830729974,-59.6382355534198 -30.7386796699711,-59.6384694439428 -30.7398287842796,-59.6381165897166 -30.7413202934698,-59.637854972186 -30.7428376751472,-59.6380642662104 -30.7439887922817,-59.6383782072471 -30.7453492034408,-59.6383782072471 -30.7461863795386,-59.6382523147311 -30.7482233157123,-59.637779280651 -30.7492879005342,-59.6376928837626 -30.7494984274815,-59.637415504356 -30.7495646673398,-59.6374569042674 -30.7500904462148,-59.6370967250381 -30.7502229259314,-59.6370015052418 -30.7504671854088,-59.6371546849141 -30.7506038051165,-59.6372039168886 -30.7505797261974,-59.6379222825483 -30.7509714955932,-59.6381389202879 -30.75205618872,-59.6380486545631 -30.7521253924424,-59.6380697165655 -30.7522307024547,-59.6382321948703 -30.7524473401943,-59.6385270629047 -30.7527030930814,-59.6388279486542 -30.7527391993713,-59.6389934358164 -30.7526083140703,-59.6392822861359 -30.75280088095,-59.6394989238755 -30.752913713106,-59.639532021308 -30.7530160142609,-59.6394748530156 -30.7531258375594,-59.6392762684209 -30.7533530063003,-59.6391739672661 -30.7534748650288,-59.6389031700916 -30.7535726528974,-59.6387767980768 -30.7536915027684,-59.6383796288875 -30.7536553964785,-59.6382261771553 -30.7537230957721,-59.6381840531503 -30.753801326067,-59.6381058228555 -30.7538223880695,-59.6378621053984 -30.7537757507783,-59.6373897147717 -30.7539066360793,-59.6372362630395 -30.7540179638066,-59.6370918378797 -30.7544692924308,-59.6368511292802 -30.7547024788867,-59.6365863498206 -30.7546663725967,-59.6364419246609 -30.7543293805573,-59.6358642240219 -30.7543654868473))","880","132870",Entre Ríos,La Paz,La Paz
