WKT,id,id_poligon,se_inunda_,con_que_fr,provinicia,departamen,localidad
"MULTIPOLYGON (((-60.5836427584291 -24.7066286270123,-60.5844967067242 -24.7062762217931,-60.5841057747602 -24.7051462035175,-60.5835549160838 -24.7052972793309,-60.5836427584291 -24.7066286270123)))","50","12567","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Formosa,Patiño,Las Lomitas
"MULTIPOLYGON (((-60.5817527413127 -24.712916358103,-60.5801513822362 -24.7109477866972,-60.579872 -24.710746,-60.578751 -24.711374,-60.578542 -24.711686,-60.577581 -24.712325,-60.579089 -24.713129,-60.58006 -24.714069,-60.5817527413127 -24.712916358103)))","51","19196","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Formosa,Patiño,Las Lomitas
"MULTIPOLYGON (((-60.5830898880958 -24.7164681577593,-60.5829926580191 -24.7167157654614,-60.585978962481 -24.7150086937439,-60.5858921259642 -24.7148783401155,-60.5855431035161 -24.7148104221662,-60.5842123925686 -24.7146852459384,-60.5828116089106 -24.7155057418409,-60.5830898880958 -24.7164681577593)))","52","12579","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Formosa,Patiño,Las Lomitas
"MULTIPOLYGON (((-60.6046578582308 -24.7083140953357,-60.6035054680534 -24.7068982169327,-60.6016739803465 -24.7082711959698,-60.601670943497 -24.7083470039186,-60.602769 -24.709691,-60.6032470555239 -24.709693900756,-60.6033351608066 -24.7093873339478,-60.6035411197502 -24.7091820834253,-60.6036907002977 -24.7091984813361,-60.6040876320705 -24.709202754134,-60.6046578582308 -24.7083140953357)))","53","19105","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Formosa,Patiño,Las Lomitas
"MULTIPOLYGON (((-60.6012586279472 -24.7061090151782,-60.598352208984 -24.7081483402718,-60.5996712825148 -24.709778678923,-60.6005933838107 -24.7091111866452,-60.6016457739882 -24.7083021283846,-60.601164530923 -24.7077101721314,-60.6020364349703 -24.7070810772371,-60.6012586279472 -24.7061090151782)))","54","18863","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Formosa,Patiño,Las Lomitas
"MULTIPOLYGON (((-60.5967118218541 -24.717299301468,-60.5959051474929 -24.7178091318358,-60.5957596376538 -24.7196568687217,-60.598167590797 -24.7205446376077,-60.60083437711 -24.7190322289109,-60.6000779941678 -24.717898062606,-60.5977454781532 -24.7189350759721,-60.5967118218541 -24.717299301468)))","55","12589","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Formosa,Patiño,Las Lomitas
"MULTIPOLYGON (((-60.615222 -24.694211,-60.6145588346684 -24.6936826107896,-60.6112330676504 -24.6923987703119,-60.612049327379 -24.6916629889011,-60.6112443255546 -24.6909545634747,-60.6101164060247 -24.6919677072256,-60.6074044705824 -24.690920823161,-60.6032378421802 -24.6860446019553,-60.600393 -24.690896,-60.6001741920647 -24.6914120860696,-60.6000264013083 -24.6918821395294,-60.5995974363228 -24.6932462183704,-60.5992488846167 -24.6948812327953,-60.598704644245 -24.6957112481009,-60.5972534303885 -24.697633710165,-60.5972980392234 -24.6978405846536,-60.601042 -24.695373,-60.602604430042 -24.6947305850605,-60.6043702991719 -24.6944375745562,-60.606536 -24.6944155338353,-60.6118104591778 -24.6947701973474,-60.6133757152097 -24.6946254091083,-60.615222 -24.694211)))","56","20702","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Formosa,Patiño,Las Lomitas
"MULTIPOLYGON (((-58.2198751395596 -26.1836833612047,-58.2183717800259 -26.1832142277332,-58.217588113886 -26.1851334101166,-58.2257712943264 -26.1878309275777,-58.2262990694819 -26.186476837785,-58.2249095256823 -26.1860275107681,-58.224739180969 -26.1856690655919,-58.2241803199686 -26.1858797700693,-58.2237945876176 -26.1857474495204,-58.2234913775474 -26.1851324519992,-58.2227433357258 -26.1853987979354,-58.2196085864508 -26.1843444129145,-58.2198751395596 -26.1836833612047)))","57","20703","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Formosa,Formosa,Formosa
"MULTIPOLYGON (((-59.6983360871673 -25.3310505690553,-59.6973466873169 -25.3298232524485,-59.6963810920715 -25.3304099416432,-59.6960263699293 -25.3299814406209,-59.6952005848289 -25.3304544886922,-59.6964836865664 -25.3323193892149,-59.6983360871673 -25.3310505690553)))","58","38","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Formosa,Patiño,Comandante Fontana
"MULTIPOLYGON (((-58.2568968459964 -26.2645619234405,-58.256798469943 -26.2655327794291,-58.2524091843363 -26.2677644833442,-58.2531901457086 -26.2694300331694,-58.254717 -26.269823,-58.2560203022951 -26.2692276281525,-58.2563882578474 -26.2695810905389,-58.2563825324178 -26.2696375937978,-58.2564395669987 -26.2696303787069,-58.2571149453984 -26.2702791550589,-58.2567307927918 -26.2711088695786,-58.2583403499272 -26.2713556228637,-58.261283 -26.270662,-58.2610895010755 -26.2690421444075,-58.2630679383874 -26.2687918645827,-58.2629395276308 -26.2618700624763,-58.2568968459964 -26.2645619234405)))","59","19562","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Formosa,Formosa,Villa del Carmen
"MULTIPOLYGON (((-58.2163894549012 -26.2015738399815,-58.2156468182802 -26.2029642459607,-58.2160968413445 -26.2032655795797,-58.2158821821213 -26.2035977746368,-58.2166814804077 -26.2038973909866,-58.2172819599509 -26.2027274990797,-58.2166446447907 -26.2024929047949,-58.2171629369259 -26.2017618556077,-58.2163894549012 -26.2015738399815)))","60","12211","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Formosa,Formosa,Formosa
"MULTIPOLYGON (((-57.7285954502963 -25.2597038991327,-57.727746963501 -25.2601643305798,-57.7305129915476 -25.2598532297016,-57.7306060230986 -25.2595246063571,-57.7308261394501 -25.258878381145,-57.7312754094601 -25.2575144896886,-57.7307052454086 -25.2564575142199,-57.7310207538334 -25.2546024927862,-57.7308921888471 -25.2545562056007,-57.730749422219 -25.254587780089,-57.7302792597623 -25.2557934209678,-57.7301083132625 -25.2554837852112,-57.7294977754354 -25.2549325144954,-57.7286605909467 -25.2543557698473,-57.7273992821574 -25.2541289525898,-57.7279663247703 -25.2548431662973,-57.7288396820851 -25.255014681938,-57.7295058220625 -25.2558794977961,-57.7300285490723 -25.2567344592204,-57.7300873001202 -25.2569256937529,-57.7302756160498 -25.2576230436382,-57.7303074672818 -25.2578719896197,-57.7295822756283 -25.2587809625079,-57.7286911010742 -25.2596288484566,-57.7285954502963 -25.2597038991327)))","61","13665","SÍ, SÓLO EN UN SECTOR DEL BARRIO",NS/NC,Formosa,Pilcomayo,Clorinda
"MULTIPOLYGON (((-65.3917785858109 -24.811397812374,-65.391600021524 -24.8114946987748,-65.3918795474227 -24.812909,-65.392235 -24.812899,-65.3917785858109 -24.811397812374)))","62","11197","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-65.4344134074465 -24.8081558914179,-65.4341237362472 -24.8082066669893,-65.4338329981681 -24.8082916647126,-65.433621 -24.807879,-65.4332093959999 -24.808010232,-65.4330909922814 -24.8085398197378,-65.433000108 -24.8086811819999,-65.433131083 -24.808921297,-65.43389 -24.80896,-65.434426 -24.808707,-65.4344134074465 -24.8081558914179)))","63","14887","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-63.7982808592987 -22.5415805513284,-63.7983258787364 -22.5405079543277,-63.7983165323061 -22.5392868137086,-63.7973199849999 -22.5393162846937,-63.7972696739552 -22.5394175952487,-63.797268091974 -22.5396759007047,-63.797261758358 -22.5401645133431,-63.7973326916938 -22.5415843343209,-63.797424012 -22.54159957,-63.7982808592987 -22.5415805513284)))","107","18083","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-65.4520680142011 -24.7994530999923,-65.4518881339462 -24.7995408634018,-65.4515291591666 -24.799023527102,-65.4514638467839 -24.7990486472492,-65.4515246489957 -24.7992433194893,-65.451746 -24.799769,-65.4520358641999 -24.8002230840864,-65.4521336559368 -24.8008658948897,-65.4520430526392 -24.8013775798466,-65.4519320420432 -24.8016999005675,-65.4507297860273 -24.8020256400398,-65.4503552718789 -24.8020993918159,-65.4497798085186 -24.8023579879342,-65.4494079953178 -24.8025585271397,-65.4496158011351 -24.8028355692506,-65.4504811068849 -24.8024173678275,-65.4505493345975 -24.8024367660763,-65.450646978187 -24.8024180095989,-65.4507758370982 -24.8024010605361,-65.4509388357072 -24.8024021869014,-65.4514311905925 -24.8022162978121,-65.4520887033428 -24.8018581355618,-65.4520405285846 -24.8017416292246,-65.4521623665786 -24.8014969346821,-65.4522672635698 -24.8015502139727,-65.4524879903222 -24.8011168360693,-65.4529810639871 -24.8010494903202,-65.4529667576431 -24.800289465792,-65.4524774187513 -24.800332,-65.452202 -24.799681,-65.4520680142011 -24.7994530999923)))","64","12530","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-65.4539578623089 -24.7839371949612,-65.4538333961653 -24.7831866096693,-65.4537775750585 -24.7832035862092,-65.453496836104 -24.7836450816136,-65.4539578623089 -24.7839371949612)))","65","15217","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-65.3895823006452 -24.827212286672,-65.389546772514 -24.8263858600127,-65.3889500500058 -24.8261964669088,-65.3889289880631 -24.827128218608,-65.3893559938806 -24.827130596207,-65.3893605083993 -24.8272059617291,-65.3895823006452 -24.827212286672)))","66","14722","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-65.392486853008 -24.72677051245,-65.3925151440983 -24.7264752672472,-65.3926183796438 -24.725866830885,-65.3926366265195 -24.7257952485905,-65.392702 -24.725374,-65.392749 -24.724845,-65.392614 -24.724828,-65.3925490221885 -24.7253581692074,-65.3924569525463 -24.7258387520632,-65.392317 -24.726777,-65.392486853008 -24.72677051245)))","67","21339","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-65.4916162027255 -24.9149530245624,-65.491609433 -24.915188191,-65.491602555 -24.915455962,-65.491708564 -24.91547579,-65.492252067 -24.9155581919999,-65.492259657757 -24.9149432606229,-65.4916162027255 -24.9149530245624)))","68","21044","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Salta,Cerrillos,Cerrillos
"MULTIPOLYGON (((-65.4567590809415 -24.8020315279556,-65.4568529018646 -24.8018673614712,-65.456904070926 -24.801705016757,-65.4568917078601 -24.8015107988139,-65.4568337351117 -24.8013258830458,-65.4548075733472 -24.8016211851265,-65.4546168759537 -24.8021922689152,-65.4552198293721 -24.8021627900831,-65.455453473042 -24.8021394064004,-65.4567590809415 -24.8020315279556)))","69","11788","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,Capital,Villa San Lorenzo
"MULTIPOLYGON (((-65.4053005959161 -24.8511166611098,-65.4046058366078 -24.8509577089366,-65.404616310738 -24.8509199145252,-65.4043636251649 -24.8508673970927,-65.4043471584083 -24.8509185508282,-65.4037087436008 -24.8509087232427,-65.4036949084879 -24.8509559253924,-65.4035956586922 -24.8509504100856,-65.4034846447127 -24.8509196941943,-65.4031626635591 -24.8508981434506,-65.4031625626777 -24.8508690331368,-65.4025707457492 -24.8508293684556,-65.4025736539762 -24.8507553162564,-65.4024326578998 -24.8507410742284,-65.4024414065741 -24.8505616246767,-65.4023999012356 -24.8505319198756,-65.4023860661228 -24.8503927549172,-65.4017807945199 -24.8503421582084,-65.4016161827853 -24.8502885846559,-65.4012377517579 -24.8502755633732,-65.4012221482117 -24.8504206864021,-65.4001214582449 -24.8503226859756,-65.4000710007746 -24.8505863669495,-65.3988361824857 -24.8504566264715,-65.3978107666168 -24.8503136188957,-65.3978569653772 -24.8500491018836,-65.3963927807008 -24.8503289337021,-65.3954545430315 -24.8503325147619,-65.3952038688451 -24.8508768358525,-65.3947389279136 -24.8512343449898,-65.3930116634003 -24.8516055815231,-65.3930701540439 -24.851773891334,-65.3935675103308 -24.8518658451272,-65.3970373714659 -24.850959200228,-65.3977126086967 -24.8508984177119,-65.3991029132121 -24.8511340868686,-65.4000847004963 -24.85105351401,-65.4009237520582 -24.8512997960124,-65.401323527428 -24.8513646927666,-65.4052124251967 -24.8518089940943,-65.4051617624825 -24.8514847422874,-65.4051706480466 -24.8512690259015,-65.4053005959161 -24.8511166611098)))","70","21302","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-65.4053005959161 -24.8511166611098,-65.4054727204866 -24.8510153349945,-65.4060528534313 -24.8490249418632,-65.4014769850864 -24.8488300033856,-65.4012377517579 -24.8502755633732,-65.4016161827853 -24.8502885846559,-65.4017807945199 -24.8503421582084,-65.4023860661228 -24.8503927549172,-65.4023999012356 -24.8505319198756,-65.4024414065741 -24.8505616246767,-65.4024326578998 -24.8507410742284,-65.4025736539762 -24.8507553162564,-65.4025707457492 -24.8508293684556,-65.4031625626777 -24.8508690331368,-65.4031626635591 -24.8508981434506,-65.4034846447127 -24.8509196941943,-65.4035956586922 -24.8509504100856,-65.4036949084879 -24.8509559253924,-65.4037087436008 -24.8509087232427,-65.4043471584083 -24.8509185508282,-65.4043636251649 -24.8508673970927,-65.404616310738 -24.8509199145252,-65.4046058366078 -24.8509577089366,-65.4053005959161 -24.8511166611098)))","71","22560","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-65.4475339483045 -24.7968310844913,-65.4479334060589 -24.7969998310172,-65.4481343379655 -24.796472,-65.4477341689827 -24.796333,-65.4475339483045 -24.7968310844913)))","72","21340","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-65.3906414270749 -24.7174321235773,-65.3904949568596 -24.7172195768612,-65.390134431508 -24.7173286472619,-65.3898781455351 -24.7174167260319,-65.3899321164281 -24.7175388339089,-65.390035 -24.717613,-65.390383107877 -24.717508,-65.3904971244235 -24.7174630387126,-65.3906414270749 -24.7174321235773)))","73","11828","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Salta,Capital,Salta Capital
"MULTIPOLYGON (((-63.8179034360322 -22.6064184204492,-63.8183409285003 -22.6071117982775,-63.818885098419 -22.6067444382944,-63.8195380780652 -22.607502615613,-63.8187474624522 -22.6080874594825,-63.8192821531608 -22.608681615613,-63.8200208575106 -22.6081874661788,-63.8205015418638 -22.6085901735417,-63.8215668711203 -22.6079985139282,-63.8217735675243 -22.6068812580217,-63.8197329985151 -22.6054407702587,-63.818790767289 -22.6046884624521,-63.8186661531608 -22.6041525390326,-63.8177382312261 -22.6042385390326,-63.8145927219138 -22.6045966746552,-63.8153262374894 -22.6079962038328,-63.815737657423 -22.6080325055917,-63.8156287521464 -22.6060359088549,-63.8172729341617 -22.6058892337364,-63.8179034360322 -22.6064184204492)))","74","21341","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,General José de San Martín,General Enrique Mosconi
"MULTIPOLYGON (((-63.7789850018757 -22.515893005627,-63.7790961982777 -22.5146829169691,-63.7791333680209 -22.5124243576821,-63.7756454170837 -22.5121997184269,-63.7754541224209 -22.5157008813304,-63.7789850018757 -22.515893005627)))","75","21437","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.7895760275585 -22.5370263173735,-63.7879528853187 -22.5370329957763,-63.7879110920715 -22.5392968671637,-63.789541183718 -22.5392905862798,-63.7895760275585 -22.5370263173735)))","76","21405","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.7895465882723 -22.5348736469108,-63.7880067357746 -22.5348694076385,-63.7879654772437 -22.5359003076801,-63.7879838237698 -22.5370323527746,-63.7895336088168 -22.5370275766807,-63.7895610816726 -22.5359166464512,-63.7895465882723 -22.5348736469108)))","77","18031","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.7935750558972 -22.534915239421,-63.7949164956808 -22.5349688134463,-63.7944796308875 -22.5343900270666,-63.7934939190745 -22.5344113948252,-63.7935750558972 -22.534915239421)))","78","11339","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.787868 -22.539297,-63.7879257288577 -22.5420753557111,-63.7894832711422 -22.5420425422844,-63.78949 -22.539292,-63.787868 -22.539297)))","79","18072","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.7658001109958 -22.510332789268,-63.7629586458206 -22.5098242090327,-63.7623735889792 -22.5104622570194,-63.7655543535948 -22.5112632198866,-63.7658001109958 -22.510332789268)))","80","13528","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.7721651479999 -22.51366545,-63.773836724 -22.51356672,-63.7736156231392 -22.512043345072,-63.773591777 -22.5120030219999,-63.772231 -22.511931,-63.7721651479999 -22.51366545)))","81","18075","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.7738517671824 -22.5155931708078,-63.7721475406982 -22.5152416975288,-63.772023283766 -22.5156582049032,-63.772252 -22.515709,-63.7721912821931 -22.5159296913159,-63.7731695174215 -22.5160824099206,-63.7737433714263 -22.5161391879267,-63.7738517671824 -22.5155931708078)))","82","13530","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.7900469452143 -22.5108636682243,-63.7900838344217 -22.5105390727016,-63.7880959734321 -22.5099985884593,-63.7879440933466 -22.5106787590409,-63.7900469452143 -22.5108636682243)))","83","11900","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.7789454307516 -22.5123429134301,-63.7789545431889 -22.5120702398534,-63.7784264737743 -22.5120307067273,-63.7784915643927 -22.5112467093066,-63.7747387367925 -22.5109357158489,-63.7746220209436 -22.5101618105659,-63.7734288784558 -22.5099143982076,-63.7736519426107 -22.5118482977179,-63.7789454307516 -22.5123429134301)))","108","13529","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
"MULTIPOLYGON (((-63.8137683223799 -22.5054777651135,-63.813518 -22.505188,-63.813526 -22.503845,-63.812743 -22.503884,-63.812678 -22.504469,-63.812238 -22.504876,-63.8124597743617 -22.505224436469,-63.8125867440527 -22.5054779291019,-63.8121714131004 -22.5056878207423,-63.8133 -22.507443,-63.814268 -22.506862,-63.8140079153588 -22.5064448622565,-63.8140353869199 -22.5064039401233,-63.8140761679981 -22.5063645431232,-63.814416609688 -22.5057260009271,-63.8142847248638 -22.5055497387269,-63.8137683223799 -22.5054777651135)))","84","18017","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Salta,General José de San Martín,Tartagal
